"index","name_occup_de","Berufsabteilungen","Berufsklassen","Berufsgruppen","Berufsarten","name_occup_fr","name_occup_it","name_occup_en"
"730","Präzisionshandwerker, Drucker und kunsthandwerkliche Berufe, onA",NA,NA,"730",NA,"Métiers qualifiés de l’artisanat et de l’imprimerie, sip","Artigiani e operai specializzati delle attività tipografiche, s.a.i.","Handicraft and printing workers, nos"
"7300","Präzisionshandwerker, Drucker und kunsthandwerkliche Berufe, onA",NA,NA,NA,"7300","Métiers qualifiés de l’artisanat et de l’imprimerie, sip","Artigiani e operai specializzati delle attività tipografiche, s.a.i.","Handicraft and printing workers, nos"
"731","Präzisionshandwerker und kunsthandwerkliche Berufe",NA,NA,"731",NA,"Métiers de l’artisanat","Artigiani","Handicraft workers"
"7310","Präzisionshandwerker und kunsthandwerkliche Berufe, onA",NA,NA,NA,"7310","Métiers de l’artisanat, sip","Artigiani, s.a.i.","Handicraft workers, nos"
"7311","Präzisionsinstrumentenmacher und -instandsetzer",NA,NA,NA,"7311","Mécaniciens-réparateurs d’instruments de précision","Addetti alla costruzione e riparazione di strumenti di precisione","Precision-instrument makers and repairers"
"7312","Musikinstrumentenbauer und -stimmer",NA,NA,NA,"7312","Facteurs et accordeurs d’instruments de musique","Addetti alla costruzione e all'accordatura di strumenti musicali","Musical instrument makers and tuners"
"7313","Schmuckwarenhersteller und Edelmetallbearbeiter",NA,NA,NA,"7313","Joailliers et orfèvres","Gioiellieri e orafi","Jewellery and precious-metal workers"
"7314","Keramiker und verwandte Berufe",NA,NA,NA,"7314","Potiers et assimilés (produits céramiques et abrasifs)","Vasai ed assimilati","Potters and related workers"
"7315","Glasmacher, -schneider, -schleifer und -veredler",NA,NA,NA,"7315","Souffleurs, mouleurs, tailleurs, meuleurs et polisseurs de verre","Soffiatori, tagliatori, molatori e levigatori di vetro","Glass makers, cutters, grinders and finishers"
"7316","Schildermaler, Dekormaler, Graveure und Ätzer",NA,NA,NA,"7316","Peintres d’enseignes, peintres-décorateurs et graveurs","Pittori di insegne, decoratori, incisori e acquafortisti","Sign writers, decorative painters, engravers and etchers"
"7317","Kunsthandwerkliche Berufe für Holz, Korbwaren und verwandte Materialien",NA,NA,NA,"7317","Métiers de l’artisanat sur bois et sur des matériaux similaires","Artigiani delle lavorazioni del legno, delle ceste e dei materiali affini","Handicraft workers in wood, basketry and related materials"
"7318","Kunsthandwerkliche Berufe für Textilien, Leder und verwandte Materialien",NA,NA,NA,"7318","Métiers de l’artisanat sur textile, sur cuir et sur des matériaux similaires","Artigiani delle lavorazioni dei tessili, del cuoio e simili","Handicraft workers in textile, leather and related materials"
"7319","Kunsthandwerkliche Berufe, anderweitig nicht genannt",NA,NA,NA,"7319","Métiers de l’artisanat non classés ailleurs","Artigiani non classificati altrove","Handicraft workers not elsewhere classified"
"732","Druckhandwerker",NA,NA,"732",NA,"Métiers de l’imprimerie","Operai specializzati delle attività tipografiche","Printing trades workers"
"7320","Druckhandwerker, onA",NA,NA,NA,"7320","Métiers de l’imprimerie, sip","Operai specializzati delle attività tipografiche, s.a.i.","Printing trades workers, nos"
"7321","Techniker in der Druckvorstufe",NA,NA,NA,"7321","Compositeurs et préparateurs en forme imprimante et assimilés","Tecnici prestampa","Pre-press technicians"
"7322","Drucker",NA,NA,NA,"7322","Imprimeurs","Stampatori","Printers"
"7323","Berufe in der Druckweiterverarbeitung und Buchbinder",NA,NA,NA,"7323","Relieurs et assimilés","Rilegatori e rifinitori post-stampa","Print finishing and binding workers"
"74","Elektriker und Elektroniker",NA,"74",NA,NA,"Métiers de l’électricité et de l’électrotechnique","Artigiani e operai specializzati delle attrezzature elettriche ed elettroniche","Electrical and electronic trades workers"
"740","Elektriker und Elektroniker, onA",NA,NA,"740",NA,"Métiers de l’électricité et de l’électrotechnique, sip","Artigiani e operai specializzati delle attrezzature elettriche ed elettroniche, s.a.i.","Electrical and electronic trades workers, nos"
"7400","Elektriker und Elektroniker, onA",NA,NA,NA,"7400","Métiers de l’électricité et de l’électrotechnique, sip","Artigiani e operai specializzati delle attrezzature elettriche ed elettroniche, s.a.i.","Electrical and electronic trades workers, nos"
"741","Elektroinstallateure und -mechaniker",NA,NA,"741",NA,"Installateurs et réparateurs, équipements électriques","Installatori e riparatori di apparati elettrici","Electrical equipment installers and repairers"
"7410","Elektroinstallateure und -mechaniker, onA",NA,NA,NA,"7410","Installateurs et réparateurs, équipements électriques, sip","Installatori e riparatori di apparati elettrici, s.a.i.","Electrical equipment installers and repairers, nos"
"7411","Bauelektriker und verwandte Berufe",NA,NA,NA,"7411","Électriciens du bâtiment et assimilés","Elettricisti dell'edilizia ed assimilati","Building and related electricians"
"7412","Elektromechaniker und verwandte Berufe",NA,NA,NA,"7412","Mécaniciens et ajusteurs d’appareils électriques","Installatori e riparatori di apparati elettromeccanici","Electrical mechanics and fitters"
"7413","Elektroleitungsinstallateure und Wartungspersonal",NA,NA,NA,"7413","Monteurs et réparateurs de lignes électriques","Installatori e riparatori di linee elettriche","Electrical line installers and repairers"
"742","Installateure und Mechaniker für Elektronik und Telekommunikationstechnik",NA,NA,"742",NA,"Monteurs et réparateurs, électronique et télécommunications","Installatori e riparatori elettronici e delle telecomunicazioni","Electronics and telecommunications installers and repairers"
"7420","Installateure und Mechaniker für Elektronik und Telekommunikationstechnik, onA",NA,NA,NA,"7420","Monteurs et réparateurs, électronique et télécommunications, sip","Installatori e riparatori elettronici e delle telecomunicazioni, s.a.i.","Electronics and telecommunications installers and repairers, nos"
"7421","Elektroniker und Elektronik-Servicetechniker",NA,NA,NA,"7421","Mécaniciens et réparateurs d’appareils électroniques","Riparatori e manutentori di apparati elettronici industriali","Electronics mechanics and servicers"
"7422","Installateure und Servicetechniker im Bereich Informations- und Kommunikationstechnik",NA,NA,NA,"7422","Monteurs et réparateurs, technologies de l’information et des communications","Installatori e manutentori di attrezzature delle tecnologie dell'informazione e della comunicazione","Information and communications technology installers and servicers"
"75","Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte",NA,"75",NA,NA,"Métiers de l’alimentation, du travail sur bois, de l’habillement et autres métiers qualifiés de l’industrie et de l’artisanat","Artigiani e operai specializzati delle lavorazioni alimentari, del legno, del tessile ed assimilati","Food processing, wood working, garment and other craft and related trades workers"
"750","Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte, onA",NA,NA,"750",NA,"Métiers de l’alimentation, du travail sur bois, de l’habillement et autres métiers qualifiés de l’industrie et de l’artisanat, sip","Artigiani e operai specializzati delle lavorazioni alimentari, del legno, del tessile ed assimilati, s.a.i.","Food processing, wood working, garment and other craft and related trades workers, nos"
"7500","Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte, onA",NA,NA,NA,"7500","Métiers de l’alimentation, du travail sur bois, de l’habillement et autres métiers qualifiés de l’industrie et de l’artisanat, sip","Artigiani e operai specializzati delle lavorazioni alimentari, del legno, del tessile ed assimilati, s.a.i.","Food processing, wood working, garment and other craft and related trades workers, nos"
"751","Berufe in der Nahrungsmittelverarbeitung und verwandte handwerkliche Fachkräfte",NA,NA,"751",NA,"Métiers qualifiés de l’alimentation et assimilés","Operai specializzati delle lavorazioni alimentari ed assimilati","Food processing and related trades workers"
"7510","Berufe in der Nahrungsmittelverarbeitung und verwandte handwerkliche Fachkräfte, onA",NA,NA,NA,"7510","Métiers qualifiés de l’alimentation et assimilés, sip","Operai specializzati delle lavorazioni alimentari ed assimilati, s.a.i.","Food processing and related trades workers, nos"
"7511","Fleischer, Fischhändler und -verarbeiter und verwandte Berufe",NA,NA,NA,"7511","Bouchers, poissonniers et assimilés","Macellai, pesciaioli ed assimilati","Butchers, fishmongers and related food preparers"
"7512","Bäcker, Konditoren und Konfektmacher",NA,NA,NA,"7512","Boulangers, pâtissiers et confiseurs","Panettieri, pastai e pasticcieri","Bakers, pastry-cooks and confectionery makers"
"7513","Molkerei- und Käsereifachkräfte",NA,NA,NA,"7513","Fabricants des produits laitiers","Confezionatori caseari","Dairy-products makers"
"7514","Obst- und Gemüsekonservierer und verwandte Berufe",NA,NA,NA,"7514","Conserveurs de fruits, de légumes et assimilés","Conservieri di frutta, verdura e simili","Fruit, vegetable and related preservers"
"7515","Nahrungsmittel- und Getränkekoster und -klassierer",NA,NA,NA,"7515","Dégustateurs et classeurs de denrées alimentaires et de boissons","Degustatori e classificatori di prodotti alimentari e bevande","Food and beverage tasters and graders"
"7516","Tabakaufbereiter und Tabakwarenmacher",NA,NA,NA,"7516","Métiers qualifiés de la préparation du tabac et de la fabrication des produits du tabac","Operai specializzati della preparazione e della lavorazione del tabacco","Tobacco preparers and tobacco products makers"
"752","Holzbearbeiter, Möbeltischler und verwandte Berufe",NA,NA,"752",NA,"Métiers qualifiés du traitement du bois, ébénistes et assimilés","Artigiani e operai specializzati del trattamento del legno, ebanisti ed assimilati","Wood treaters, cabinet-makers and related trades workers"
"7520","Holzbearbeiter, Möbeltischler und verwandte Berufe, onA",NA,NA,NA,"7520","Métiers qualifiés du traitement du bois, ébénistes et assimilés, sip","Artigiani e operai specializzati del trattamento del legno, ebanisti ed assimilati, s.a.i.","Wood treaters, cabinet-makers and related trades workers, nos"
"7521","Holztrockner und -konservierer",NA,NA,NA,"7521","Métiers qualifiés du traitement du bois","Artigiani e operai specializzati del trattamento del legno","Wood treaters"
"7522","Möbeltischler und verwandte Berufe",NA,NA,NA,"7522","Ébénistes, menuisiers et assimilés","Ebanisti ed assimilati","Cabinet-makers and related workers"
"7523","Einrichter und Bediener von Holzbearbeitungsmaschinen",NA,NA,NA,"7523","Régleurs et conducteurs de machines à bois","Modellatori e tracciatori meccanici di macchine utensili","Woodworking-machine tool setters and operators"
"753","Berufe der Bekleidungsherstellung und verwandte Berufe",NA,NA,"753",NA,"Métiers qualifiés de l’habillement et assimilés","Artigiani e operai specializzati del tessile","Garment and related trades workers"
"7530","Berufe der Bekleidungsherstellung und verwandte Berufe, onA",NA,NA,NA,"7530","Métiers qualifiés de l’habillement et assimilés, sip","Artigiani e operai specializzati del tessile, s.a.i.","Garment and related trades workers, nos"
"7531","Herren- und Damenschneider, Kürschner und Hutmacher",NA,NA,NA,"7531","Tailleurs, couturiers, fourreurs, modistes et chapeliers","Sarti, confezionatori di capi di abbigliamento, pellicciai e cappellai","Tailors, dressmakers, furriers and hatters"
"7532","Schnittmustermacher und Zuschneider",NA,NA,NA,"7532","Métiers qualifiés de la coupe de vêtements et assimilés","Modellisti e tagliatori di capi di abbigliamento","Garment and related pattern-makers and cutters"
"7533","Näher, Sticker und verwandte Berufe",NA,NA,NA,"7533","Couseurs, brodeurs et assimilés","Cucitori, ricamatori ed assimilati","Sewing, embroidery and related workers"
"7534","Polsterer und verwandte Berufe",NA,NA,NA,"7534","Tapissiers et assimilés","Tappezzieri ed assimilati","Upholsterers and related workers"
"7535","Pelzveredler, Gerber und Fellzurichter",NA,NA,NA,"7535","Tanneurs, peaussiers et mégissiers","Conciatori di pelli e di pellicce","Pelt dressers, tanners and fellmongers"
"7536","Schuhmacher und verwandte Berufe",NA,NA,NA,"7536","Cordonniers et assimilés","Confezionatori di calzature ed assimilati","Shoemakers and related workers"
"754","Sonstige Handwerks- und verwandte Berufe",NA,NA,"754",NA,"Autres métiers qualifiés de l’industrie et de l’artisanat","Altri artigiani e operai specializzati","Other craft and related workers"
"7540","Sonstige Handwerks- und verwandte Berufe, onA",NA,NA,NA,"7540","Autres métiers qualifiés de l’industrie et de l’artisanat, sip","Altri artigiani e operai specializzati, s.a.i.","Other craft and related workers, nos"
"7541","Taucher",NA,NA,NA,"7541","Scaphandriers et plongeurs","Sommozzatori","Underwater divers"
"7542","Sprengmeister und Sprengbeauftragte",NA,NA,NA,"7542","Boutefeux","Brillatori e artificieri","Shotfirers and blasters"
"7543","Produkttester und -klassierer (ohne Nahrungsmittel und Getränke)",NA,NA,NA,"7543","Classeurs et essayeurs de produits (à l’exception des aliments et des boissons)","Classificatori e collaudatori di prodotti (ad eccezione dei prodotti alimentari e delle bevande)","Product graders and testers (excluding foods and beverages)"
"7544","Kammerjäger und andere Schädlingsbekämpfungsberufe",NA,NA,NA,"7544","Fumigateurs et préposés au contrôle de la vermine et des mauvaises herbes","Fumigatori, disinfestatori e diserbatori","Fumigators and other pest and weed controllers"
"7549","Handwerks- und verwandte Berufe, anderweitig nicht genannt",NA,NA,NA,"7549","Métiers qualifiés de l’industrie et de l’artisanat non classés ailleurs","Artigiani e operai specializzati non classificati altrove","Craft and related workers not elsewhere classified"
"8","Bediener von Anlagen und Maschinen und Montageberufe","8",NA,NA,NA,"Conducteurs d’installations et de machines, et ouvriers de l’assemblage","Conduttori di impianti e macchinari e addetti al montaggio","Plant and machine operators and assemblers"
"80","Bediener von Anlagen und Maschinen und Montageberufe, onA",NA,"80",NA,NA,"Conducteurs d’installations et de machines, et ouvriers de l’assemblage, sip","Conduttori di impianti e macchinari e addetti al montaggio, s.a.i.","Plant and machine operators and assemblers, nos"
"800","Bediener von Anlagen und Maschinen und Montageberufe, onA",NA,NA,"800",NA,"Conducteurs d’installations et de machines, et ouvriers de l’assemblage, sip","Conduttori di impianti e macchinari e addetti al montaggio, s.a.i.","Plant and machine operators and assemblers, nos"
"8000","Bediener von Anlagen und Maschinen und Montageberufe, onA",NA,NA,NA,"8000","Conducteurs d’installations et de machines, et ouvriers de l’assemblage, sip","Conduttori di impianti e macchinari e addetti al montaggio, s.a.i.","Plant and machine operators and assemblers, nos"
"81","Bediener stationärer Anlagen und Maschinen",NA,"81",NA,NA,"Conducteurs de machines et d’installations fixes","Conduttori di impianti e macchinari fissi","Stationary plant and machine operators"
"810","Bediener stationärer Anlagen und Maschinen, onA",NA,NA,"810",NA,"Conducteurs de machines et d’installations fixes, sip","Conduttori di impianti e macchinari fissi, s.a.i.","Stationary plant and machine operators, nos"
"8100","Bediener stationärer Anlagen und Maschinen, onA",NA,NA,NA,"8100","Conducteurs de machines et d’installations fixes, sip","Conduttori di impianti e macchinari fissi, s.a.i.","Stationary plant and machine operators, nos"
"811","Bediener von Anlagen für den Bergbau und die Mineralaufbereitung",NA,NA,"811",NA,"Conducteurs d’installations d’exploitation minière et d’extraction des minéraux","Conduttori di impianti di miniere e per il trattamento di minerali","Mining and mineral processing plant operators"
"8110","Bediener von Anlagen für den Bergbau und die Mineralaufbereitung, onA",NA,NA,NA,"8110","Conducteurs d’installations d’exploitation minière et d’extraction des minéraux, sip","Conduttori di impianti di miniere e per il trattamento di minerali, s.a.i.","Mining and mineral processing plant operators, nos"
"8111","Bergleute und Grubenarbeiter",NA,NA,NA,"8111","Mineurs et conducteurs d’installations de mine","Minatori e cavapietre","Miners and quarriers"
"8112","Bediener von Mineral- und Gesteinsaufbereitungsanlagen",NA,NA,NA,"8112","Conducteurs d’installations de préparation des minerais et de la roche","Conduttori di impianti per il trattamento di minerali e di pietre","Mineral and stone processing plant operators"
"8113","Tiefbohrer und verwandte Berufe",NA,NA,NA,"8113","Foreurs, sondeurs de puits et assimilés","Trivellatori, perforatori di pozzi ed assimilati","Well drillers and borers and related workers"
"8114","Bediener von Maschinen zur Herstellung und Verarbeitung von Zement, Steinen und sonstigen Mineralien",NA,NA,NA,"8114","Conducteurs de machines à fabriquer du ciment, de la pierre et d’autres produits minéraux","Conduttori di macchinari per prodotti di cemento, pietra e altri minerali","Cement, stone and other mineral products machine operators"
"812","Bediener von Anlagen in der Metallerzeugung, -umformung und -veredlung",NA,NA,"812",NA,"Conducteurs d’installations de transformation et de traitement superficiel des métaux","Conduttori di impianti per la trasformazione e la finitura dei metalli","Metal processing and finishing plant operators"
"8120","Bediener von Anlagen in der Metallerzeugung, -umformung und -veredlung, onA",NA,NA,NA,"8120","Conducteurs d’installations de transformation et de traitement superficiel des métaux, sip","Conduttori di impianti per la trasformazione e la finitura dei metalli, s.a.i.","Metal processing and finishing plant operators, nos"
"8121","Bediener von Anlagen in der Metallerzeugung und -umformung",NA,NA,NA,"8121","Conducteurs d’installations de transformation et de traitement des métaux","Conduttori di impianti per la trasformazione dei metalli","Metal processing plant operators"
"8122","Bediener von Anlagen zur Metallveredlung, Plattierung und Beschichtung von Metallen",NA,NA,NA,"8122","Conducteurs d’installations de traitement superficiel des métaux","Addetti ai macchinari per finire, rivestire, placcare metalli e oggetti in metallo","Metal finishing, plating and coating machine operators"
"813","Bediener von Anlagen und Maschinen für chemische und fotografische Erzeugnisse",NA,NA,"813",NA,"Conducteurs d’installations et de machines pour la fabrication des produits chimiques et photographiques","Conduttori di impianti e macchinari per la fabbricazione di prodotti derivati dalla chimica e fotografici","Chemical and photographic products plant and machine operators"
"8130","Bediener von Anlagen und Maschinen für chemische und fotografische Erzeugnisse, onA",NA,NA,NA,"8130","Conducteurs d’installations et de machines pour la fabrication des produits chimiques et photographiques, sip","Conduttori di impianti e macchinari per la fabbricazione di prodotti derivati dalla chimica e fotografici, s.a.i.","Chemical and photographic products plant and machine operators, nos"
"8131","Bediener von Anlagen und Maschinen für chemische Erzeugnisse",NA,NA,NA,"8131","Conducteurs d’installations et de machines de traitement chimique","Conduttori di impianti e macchinari per la fabbricazione di prodotti derivati dalla chimica","Chemical products plant and machine operators"
"8132","Bediener von Anlagen für fotografische Erzeugnisse",NA,NA,NA,"8132","Conducteurs de machines pour la fabrication des produits photographiques","Conduttori di macchinari per la fabbricazione di prodotti fotografici","Photographic products machine operators"
"814","Bediener von Maschinen zur Herstellung von Gummi-, Kunststoff- und Papierwaren",NA,NA,"814",NA,"Conducteurs de machines pour la fabrication de produits en caoutchouc, en matières plastiques et en papeterie","Conduttori di macchinari per la fabbricazione di articoli in gomma, plastica e carta","Rubber, plastic and paper products machine operators"
"8140","Bediener von Maschinen zur Herstellung von Gummi-, Kunststoff- und Papierwaren, onA",NA,NA,NA,"8140","Conducteurs de machines pour la fabrication de produits en caoutchouc, en matières plastiques et en papeterie, sip","Conduttori di macchinari per la fabbricazione di articoli in gomma, plastica e carta, s.a.i.","Rubber, plastic and paper products machine operators, nos"
"8141","Bediener von Maschinen zur Herstellung von Gummiwaren",NA,NA,NA,"8141","Conducteurs de machines pour la fabrication des produits en caoutchouc","Conduttori di macchinari per la fabbricazione di articoli in gomma","Rubber products machine operators"
"8142","Bediener von Maschinen zur Herstellung von Kunststoffwaren",NA,NA,NA,"8142","Conducteurs de machines pour la fabrication de produits en matières plastiques","Conduttori di macchinari per la fabbricazione di articoli in plastica","Plastic products machine operators"
"8143","Bediener von Maschinen zur Herstellung von Papierwaren",NA,NA,NA,"8143","Conducteurs de machines de papeterie","Conduttori di macchinari per la fabbricazione di articoli in carta","Paper products machine operators"
"815","Bediener von Maschinen zur Herstellung von Textil-, Pelz- und Lederwaren",NA,NA,"815",NA,"Conducteurs de machines pour la fabrication de produits textiles et d’articles en fourrure et en cuir","Conduttori di macchinari per la confezione di articoli in stoffa, pelliccia e cuoio","Textile, fur and leather products machine operators"
"8150","Bediener von Maschinen zur Herstellung von Textil-, Pelz- und Lederwaren, onA",NA,NA,NA,"8150","Conducteurs de machines pour la fabrication de produits textiles et d’articles en fourrure et en cuir, sip","Conduttori di macchinari per la confezione di articoli in stoffa, pelliccia e cuoio, s.a.i.","Textile, fur and leather products machine operators, nos"
"8151","Bediener von Spinnstoffaufbereitungs-, Spinn- und Spulmaschinen",NA,NA,NA,"8151","Conducteurs de machines à préparer les fibres, à filer et à bobiner","Conduttori di macchinari per preparare le fibre, per la filatura e la bobinatura","Fibre preparing, spinning and winding machine operators"
"8152","Bediener von Web-, Strick- und Wirkmaschinen",NA,NA,NA,"8152","Conducteurs de métiers mécaniques à tisser et à tricoter","Conduttori di telai meccanici per la tessitura e la maglieria","Weaving and knitting machine operators"
"8153","Bediener von Nähmaschinen",NA,NA,NA,"8153","Conducteurs de machines à coudre","Conduttori di macchinari per la cucitura","Sewing machine operators"
"8154","Bediener von Bleich- und Färbemaschinen",NA,NA,NA,"8154","Conducteurs de machines à blanchir, à teindre et à nettoyer les tissus","Conduttori di macchinari per il candeggio, la tintura e la lavatura di filati e tessuti","Bleaching, dyeing and fabric cleaning machine operators"
"8155","Bediener von Pelz- und Lederzurichtungs- und -vorbereitungsmaschinen",NA,NA,NA,"8155","Conducteurs de machines à préparer les fourrures et le cuir","Conduttori di macchinari per la preparazione di pelliccia e cuoio","Fur and leather preparing machine operators"
"8156","Bediener von Maschinen zur Schuhherstellung und verwandte Berufe",NA,NA,NA,"8156","Conducteurs de machines pour la fabrication des chaussures et assimilés","Conduttori di macchinari per la fabbricazione di calzature ed assimilati","Shoemaking and related machine operators"
"8157","Bediener von Wäschereimaschinen",NA,NA,NA,"8157","Conducteurs de machines de blanchisserie","Conduttori di macchinari di lavanderia","Laundry machine operators"
"8159","Bediener von Maschinen zur Herstellung von Textil-, Pelz- und Lederwaren, anderweitig nicht genannt",NA,NA,NA,"8159","Conducteurs de machines pour la fabrication de produits textiles et d’articles en fourrure et en cuir, non classés ailleurs","Conduttori di macchinari per la confezione di articoli in stoffa, pelliccia e cuoio non classificati altrove","Textile, fur and leather products machine operators not elsewhere classified"
"816","Bediener von Maschinen zur Herstellung von Nahrungs- und Genussmitteln",NA,NA,"816",NA,"Conducteurs de machines pour la fabrication de denrées alimentaires et de produits connexes","Conduttori di macchinari per la fabbricazione di alimenti ed assimilati","Food and related products machine operators"
"8160","Bediener von Maschinen zur Herstellung von Nahrungs- und Genussmitteln",NA,NA,NA,"8160","Conducteurs de machines pour la fabrication de denrées alimentaires et de produits connexes","Conduttori di macchinari per la fabbricazione di alimenti ed assimilati","Food and related products machine operators"
"817","Bediener von Anlagen zur Holzaufbereitung und Papierherstellung",NA,NA,"817",NA,"Conducteurs d’installations pour la fabrication du papier et pour le travail du bois","Conduttori di impianti per la trasformazione del legno e la fabbricazione della carta","Wood processing and papermaking plant operators"
"8170","Bediener von Anlagen zur Holzaufbereitung und Papierherstellung, onA",NA,NA,NA,"8170","Conducteurs d’installations pour la fabrication du papier et pour le travail du bois, sip","Conduttori di impianti per la trasformazione del legno e la fabbricazione della carta, s.a.i.","Wood processing and papermaking plant operators, nos"
"8171","Bediener von Anlagen zur Zellstoff- und Papierherstellung",NA,NA,NA,"8171","Conducteurs d’installations pour la fabrication du papier et de la pâte à papier","Conduttori di impianti per la preparazione della pasta di legno e la fabbricazione della carta","Pulp and papermaking plant operators"
"8172","Bediener von Anlagen zur Holzaufbereitung",NA,NA,NA,"8172","Conducteurs d’installations pour le travail du bois","Conduttori di impianti per la trasformazione del legno","Wood processing plant operators"
"818","Bediener sonstiger stationärer Anlagen und Maschinen",NA,NA,"818",NA,"Autres conducteurs de machines et d’installations fixes","Altri conduttori di impianti e macchinari fissi","Other stationary plant and machine operators"
"8180","Bediener sonstiger stationärer Anlagen und Maschinen, onA",NA,NA,NA,"8180","Autres conducteurs de machines et d’installations fixes, sip","Altri conduttori di impianti e macchinari fissi, s.a.i.","Other stationary plant and machine operators, nos"
"8181","Bediener von Anlagen zur Glas- und Keramikherstellung",NA,NA,NA,"8181","Conducteurs d’installations de verrerie et de céramique","Conduttori di impianti per la lavorazione del vetro e della ceramica","Glass and ceramics plant operators"
"8182","Bediener von Dampfmaschinen und -kesseln",NA,NA,NA,"8182","Chauffeurs de machines à vapeur et de chaudières","Conduttori di caldaie a vapore e motori termici","Steam engine and boiler operators"
"8183","Bediener von Verpackungs-, Abfüll- und Etikettiermaschinen",NA,NA,NA,"8183","Conducteurs de machines d’emballage, d’embouteillage et d’étiquetage","Conduttori di macchine confezionatrici, per l'imbottigliamento ed etichettatrici","Packing, bottling and labelling machine operators"
"8189","Bediener stationärer Anlagen und Maschinen, anderweitig nicht genannt",NA,NA,NA,"8189","Conducteurs de machines et d’installations fixes non classés ailleurs","Conduttori di impianti e macchinari fissi non classificati altrove","Stationary plant and machine operators not elsewhere classified"
"82","Montageberufe",NA,"82",NA,NA,"Ouvriers de l’assemblage","Assemblatori","Assemblers"
"820","Montageberufe, onA",NA,NA,"820",NA,"Ouvriers de l’assemblage, sip","Assemblatori, s.a.i.","Assemblers, nos"
"8200","Montageberufe, onA",NA,NA,NA,"8200","Ouvriers de l’assemblage, sip","Assemblatori, s.a.i.","Assemblers, nos"
"821","Montageberufe",NA,NA,"821",NA,"Ouvriers de l’assemblage","Assemblatori","Assemblers"
"8210","Montageberufe, onA",NA,NA,NA,"8210","Ouvriers de l’assemblage, sip","Assemblatori, s.a.i.","Assemblers, nos"
"8211","Berufe der Montage von mechanischen Bauteilen",NA,NA,NA,"8211","Monteurs en construction mécanique","Assemblatori di parti di macchine","Mechanical machinery assemblers"
"8212","Berufe der Montage von elektrischen und elektronischen Geräten",NA,NA,NA,"8212","Monteurs d’appareils électriques et électroniques","Assemblatori di apparecchiature elettriche ed elettroniche","Electrical and electronic equipment assemblers"
"8219","Montageberufe, anderweitig nicht genannt",NA,NA,NA,"8219","Monteurs et assembleurs non classés ailleurs","Assemblatori non classificati altrove","Assemblers not elsewhere classified"
"83","Fahrzeugführer und Bediener mobiler Anlagen",NA,"83",NA,NA,"Conducteurs de véhicules et d’engins lourds de levage et de manœuvre","Conduttori di veicoli e di macchinari mobili","Drivers and mobile plant operators"
"830","Fahrzeugführer und Bediener mobiler Anlagen, onA",NA,NA,"830",NA,"Conducteurs de véhicules et d’engins lourds de levage et de manœuvre, sip","Conduttori di veicoli e di macchinari mobili, s.a.i.","Drivers and mobile plant operators, nos"
"8300","Fahrzeugführer und Bediener mobiler Anlagen, onA",NA,NA,NA,"8300","Conducteurs de véhicules et d’engins lourds de levage et de manœuvre, sip","Conduttori di veicoli e di macchinari mobili, s.a.i.","Drivers and mobile plant operators, nos"
"831","Lokomotivführer und verwandte Berufe",NA,NA,"831",NA,"Conducteurs de locomotives et assimilés","Conducenti di locomotive ed assimilati","Locomotive engine drivers and related workers"
"8310","Lokomotivführer und verwandte Berufe, onA",NA,NA,NA,"8310","Conducteurs de locomotives et assimilés, sip","Conducenti di locomotive ed assimilati, s.a.i.","Locomotive engine drivers and related workers, nos"
"8311","Lokomotivführer",NA,NA,NA,"8311","Conducteurs de locomotives","Conducenti di locomotive","Locomotive engine drivers"
"8312","Bediener von Sicherungs-, Signal- und Leittechnik im Schienennetzbetrieb",NA,NA,NA,"8312","Serre-freins, aiguilleurs et agents de manœuvre","Frenatori, segnalatori e agenti di manovra ferroviari","Railway brake, signal and switch operators"
"832","Kraftfahrzeugführer",NA,NA,"832",NA,"Conducteurs d’automobiles, de camionnettes et de motocycles","Conducenti di automobili, furgoni e motociclette","Car, van and motorcycle drivers"
"8320","Kraftfahrzeugführer, onA",NA,NA,NA,"8320","Conducteurs d’automobiles, de camionnettes et de motocycles, sip","Conducenti di automobili, furgoni e motociclette, s.a.i.","Car, van and motorcycle drivers, nos"
"8321","Kraftradfahrer",NA,NA,NA,"8321","Conducteurs de motocycles","Motociclisti","Motorcycle drivers"
"8322","Personenkraftwagen-, Taxi-, Kleintransporter- und Kleinbusfahrer",NA,NA,NA,"8322","Chauffeurs de taxi et conducteurs d’automobiles et de camionnettes","Conducenti di automobili, taxi e furgoni","Car, taxi and van drivers"
"833","Fahrer schwerer Lastkraftwagen und Busse",NA,NA,"833",NA,"Conducteurs de poids lourds et d’autobus","Conducenti di mezzi pesanti e di autobus","Heavy truck and bus drivers"
"8330","Fahrer schwerer Lastkraftwagen und Busse, onA",NA,NA,NA,"8330","Conducteurs de poids lourds et d’autobus, sip","Conducenti di mezzi pesanti e di autobus, s.a.i.","Heavy truck and bus drivers, nos"
"8331","Busfahrer und Strassenbahnführer",NA,NA,NA,"8331","Conducteurs d’autobus et de tramways","Conducenti di autobus e tram","Bus and tram drivers"
